,Unnamed: 0,Date,Review_text,Review_title,Stars,Positive,Negative,Neutral,Compound,Overall
264,264,2020-05-24,Good,Liefboysenitizer,4,1.0,0.0,0.0,0.4404,Positive
265,265,2020-06-20,Received only 2/3rd of the product. The product is nearly 30 to 40% empty and the seal is also broken.,Received only 2/3rd of the product.,3,0.0,0.214,0.786,-0.5994,Negative
266,266,2020-06-01,It's a duplicate product of lifebuoy.. the fragrance is very weird.. i have been using this same product in the past..This is totally fake product..,Fake Lifebuoy hand sanitizer,1,0.0,0.134,0.866,-0.5256,Negative
267,267,2020-06-27,"It is very good product  thumbs_up , in 249₹, 500 ltr quantity is awesome,...",Worth for money,5,0.21,0.0,0.79,0.4927,Positive
268,268,2020-07-07,"This product so good that this is totally out of stock in local market, Only available in amazon.Very good product. Totally satisfied.",Very satisfied and good product,5,0.358,0.0,0.642,0.8904,Positive
269,269,2020-06-08,Scent is not so good like the small pocket ones but at 250 its enough sanitizer from lifebuoy .,Go corona !! Corona go !!,5,0.0,0.187,0.813,-0.3964,Negative
270,270,2020-08-03,Good product,Nice,4,0.744,0.0,0.256,0.4404,Positive
271,271,2020-07-25,Bottle is not that Handy but can trust brand.,Good,5,0.357,0.0,0.643,0.6652,Positive
272,272,2020-06-19,Good productLove it ..,Good product,5,0.492,0.0,0.508,0.4404,Positive
273,273,2020-07-02,Ok,Ok,4,1.0,0.0,0.0,0.296,Positive
274,274,2020-08-02,"High alcohol content and burning sensation when applied.. seems to be duplicate item, as the delivered product is not the same as shown in the pic..",High alcohol content!!,1,0.0,0.0,1.0,0.0,Neutral
275,275,2020-07-31,Damaged bottle.. Smell also not good... Sanitizer spread in delivery box and on other products also. And now it's showing non returnable... Very bad,Damager bottles,1,0.0,0.233,0.767,-0.7713,Negative
276,276,2020-05-20,Don't buy it is duplicate product supply,"Don't buy it, duplicate product sales, pictures and arrived items are fully different.",1,0.0,0.0,1.0,0.0,Neutral
277,277,2020-06-15,Sanitizer is very good but didn't like the smell,Love it,4,0.178,0.227,0.595,-0.1452,Negative
278,278,2020-05-21,Product is very good but package is poor,Good,5,0.171,0.339,0.49,-0.4684,Negative
279,279,2020-06-03,good at this price,good,5,0.492,0.0,0.508,0.4404,Positive
280,280,2020-08-21,Nice,Value for money,5,1.0,0.0,0.0,0.4215,Positive
281,281,2020-07-25,I have ordered before the same product. Previous time I get thick and gel based sanitizer while this time it's liquid and looks like duplicate one.,Duplicate Product,1,0.098,0.0,0.902,0.3612,Positive
282,282,2020-05-18,I ordered 2 bottles out of which 1 was broken. pouting_face ,Broken bottle,1,0.0,0.307,0.693,-0.4767,Negative
283,283,2020-06-04,You can buy this product without any fear it's original and genuine product form Lifebuoy,Very Original Product and Very Useful at Current time,5,0.275,0.0,0.725,0.6031,Positive
284,284,2020-07-25,Good product... Economic price,Good,4,0.492,0.0,0.508,0.4404,Positive
285,285,2020-08-08,Smells like rotten strawberries. Won't buy again.,Scent not pleasant,2,0.231,0.306,0.463,-0.2023,Negative
286,286,2020-05-29,It smells like alcohol. grinning_face_with_sweat  grinning_face_with_sweat .You must buy it . At such cost we got good product,Good,5,0.265,0.0,0.735,0.6597,Positive
287,287,2020-07-08,Horrible product. Fake sold on Amazon by Amazon My skin is pealing off using it.It doesn't have fragrance like actual product.,Fake product sold by amazon,1,0.121,0.31,0.569,-0.7438,Negative
288,288,2020-06-10,best,best,5,1.0,0.0,0.0,0.6369,Positive
289,289,2020-06-04,Lifebuoy Sanitizer is very effective sanitizer . It's of odour n fragrance is very good n soothing. Everybody should purchase it.,First use it then believe it's performance.,5,0.379,0.0,0.621,0.8467,Positive
290,290,2020-08-10,I don't like it because it isn't original product I don't want to use it totally waste of money I want to return it.,Don't buying it,1,0.0,0.375,0.625,-0.7656,Negative
291,291,2020-06-06,Very good product at this price. With brand value... I noticed one thing. That 240 ml and 500 ml smell are different. 500 ml smell better than 240ml pack.,Good product with nice smell.,4,0.19,0.0,0.81,0.7264,Positive
292,292,2020-09-01,Totally satisfied.,Awesome,5,0.756,0.0,0.244,0.4754,Positive
293,293,2020-06-15,LifebuoyHand sanitizerWith pumpOffice/ Shop use k liye bestVery fast deliveryValue for money  money_bag ,Love Amazon,5,0.0,0.0,1.0,0.0,Neutral
294,294,2020-05-26,Fake product delivered. Locally built and packed. Don't buy it.,Fae product.,1,0.0,0.256,0.744,-0.4767,Negative
295,295,2020-06-01,Duplicate product... Packing tempered....Bottles seal tempered... don't buy it...,Duplicate product... Packing tempered.... Bottles seal tempered... don't buy it...,1,0.0,0.0,1.0,0.0,Neutral
296,296,2020-07-29,Wow its amazing and its smells very nice like a perfume.,Its smells very nice thank you Amazon value for money,5,0.692,0.0,0.308,0.9256,Positive
297,297,2020-08-22,Gud,Gud,3,0.0,0.0,1.0,0.0,Neutral
298,298,2020-06-12,I think I received fake product. There is no manufacturer date and expire date,Seems Fake product,1,0.0,0.346,0.654,-0.6486,Negative
299,299,2020-06-01,"The received product seems different then the advertised one, cap is white in color and looks like fitted separately. Notsure this is genuine product.",Cap is different then shown in advertisements,3,0.098,0.0,0.902,0.3612,Positive
300,300,2020-05-25,Very good product for cost.,Good product.,5,0.444,0.0,0.556,0.4927,Positive
301,301,2020-06-23,Worth buy,Great,5,0.655,0.0,0.345,0.2263,Positive
302,302,2020-08-04,Good,V good,5,1.0,0.0,0.0,0.4404,Positive
303,303,2020-07-10,FAKE PRODUCTThere was no seal or plastic cover on the capEven the smell &amp; feel was not proper as original one when compared,Fake product,1,0.0,0.286,0.714,-0.7903,Negative
304,304,2020-07-28,best product .,worth It,5,0.808,0.0,0.192,0.6369,Positive
305,305,2020-05-30,Truly original hand sanitizer,Original item,5,0.894,0.0,0.106,0.8126,Positive
306,306,2020-06-21,"Not a good sanitizer at all. After applying it, your arms and palms will become very sticky. Also, the liquid is has got soap like characteristics",Very bad product,1,0.09,0.086,0.824,0.0243,Positive
307,307,2020-06-22,very nice smiling_face_with_smiling_eyes  OK_hand  OK_hand  OK_hand  thumbs_up thnxxx amazon,nice....go for it,5,0.406,0.0,0.594,0.5849,Positive
308,308,2020-06-26,Nice,Good,4,1.0,0.0,0.0,0.4215,Positive
309,309,2020-08-18,Trust me buy this it has a great scent though product was delivered late but quality is good,Nice,5,0.379,0.0,0.621,0.8201,Positive
310,310,2020-05-19,In simple words product do's his job pretty well, OK_hand ,4,0.431,0.0,0.569,0.6486,Positive
311,311,2020-07-28,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
312,312,2020-06-15,Not like original gel of lifeboy sanitizrr.This is a mix gel with water.,Not original,4,0.0,0.289,0.711,-0.4717,Negative
313,313,2020-05-25,Recieved early. 95% alcohol based hand sanitizer.,95% alcohol based hand sanitizer,5,0.348,0.0,0.652,0.4939,Positive
314,314,2020-06-14,It's not original product.I already used this product but quality is not same.,Not a original product.,1,0.0,0.11,0.89,-0.1232,Negative
315,315,2020-05-28,"Thanku Amazon for fast delivery, received in 2 days. Very good sanitizer.",Thanks Amazon. Very good sanitizer.,5,0.352,0.0,0.648,0.5984,Positive
316,316,2020-08-20,Excellent,Excellent,5,1.0,0.0,0.0,0.5719,Positive
317,317,2020-06-28,Must have in this pandemic situation,I like the pump version. It easy to use,4,0.0,0.0,1.0,0.0,Neutral
318,318,2020-08-28,I received a fake product it is in no way similar to lifebuoy sanitizer . The package is similar to lifebuoy but not the sanitizer,Fake Product Beware !!,1,0.0,0.154,0.846,-0.3919,Negative
319,319,2020-07-02,Perfect for a small family's (3-4members) daily use for more than 2 months,Perfect for daily use,5,0.27,0.0,0.73,0.5719,Positive
320,320,2020-09-02,Not sealed. Pkg look like used one and hand sanitizer had some odd smell.,Duplicate products,1,0.3,0.121,0.579,0.5267,Positive
321,321,2020-05-18,Nice product,Nice,5,0.737,0.0,0.263,0.4215,Positive
322,322,2020-08-04,"Best product.. genuine one, difficult to find now a days.. needful in pandemic condition. THANKS cloudtail and amazon...",Got a genuine one and best in the market,5,0.322,0.103,0.575,0.7456,Positive
323,323,2020-05-19,Not recommended,Not good,1,0.0,0.614,0.386,-0.1511,Negative
324,324,2020-06-09,It's good. And packaging Also very good... But it has not any good smell.... But the product is very good,Good product,5,0.362,0.0,0.638,0.8641,Positive
325,325,2020-06-26,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
326,326,2020-06-03,Good,Good,4,1.0,0.0,0.0,0.4404,Positive
327,327,2020-06-11,Surely an awesome one...bt if i would have got a dispensing pump..it would be better....,value for money,5,0.389,0.0,0.611,0.7906,Positive
328,328,2020-05-30,Product is good but it used the copy of Lifeboy which is wrong,Product is good but use the image of lifeboy,3,0.114,0.243,0.643,-0.4939,Negative
329,329,2020-05-19,ok but not good like dettol,ok,3,0.154,0.557,0.289,-0.6339,Negative
330,330,2020-05-19,Duplicate product,Fake,2,0.0,0.0,1.0,0.0,Neutral
331,331,2020-07-17,"Gel like, cannot judge the authenticity of the product, haven't used any sanitizer having similar texture so far.",Mixed feelings,3,0.128,0.0,0.872,0.3612,Positive
332,332,2020-05-25,Ok,Ok,3,1.0,0.0,0.0,0.296,Positive
333,333,2020-06-20,"Broken product recvd,the bottle was leaking. Could not be returned due to the return policy of the product.",Broken product recvd,3,0.0,0.154,0.846,-0.4767,Negative
334,334,2020-06-28,Bottle is different but it's OK good product,Nice,3,0.564,0.0,0.436,0.8294,Positive
335,335,2020-06-04,Super,Super,5,1.0,0.0,0.0,0.5994,Positive
336,336,2020-05-18,Why cap is in white color where as it is showing red in the image?,Product is different from Image,2,0.0,0.0,1.0,0.0,Neutral
337,337,2020-07-27,Good,Good,3,1.0,0.0,0.0,0.4404,Positive
338,338,2020-08-04,I placed an order for two bottles but one bottle was damaged and the liquid was leaking.,Got damaged bottle!,4,0.0,0.204,0.796,-0.5927,Negative
339,339,2020-05-18,Very satisfactory productWe must use without hesitation if looking for reliable sanitizer,Reliable product,5,0.315,0.0,0.685,0.5584,Positive
340,340,2020-08-05,"Good Product, Nice smell, Fast delivery",Good Product,5,0.588,0.0,0.412,0.6908,Positive
341,341,2020-08-16,"The bottle received was not packed properly. Also, the dispenser attached is not working. It is broken.",Bad quality,1,0.0,0.162,0.838,-0.4767,Negative
342,342,2020-08-02,The stuff inside was not sealed.And small amount of sanitizer came out .Very disappointment,.,4,0.0,0.217,0.783,-0.5563,Negative
343,343,2020-08-29,Cap of the bottle is broken,Broken cap,4,0.0,0.383,0.617,-0.4767,Negative
344,344,2020-05-30,Its very good quality product,Lifebuoy sanitizer is the best,5,0.444,0.0,0.556,0.4927,Positive
345,345,2020-06-11,Got exactly what was shown in the image...,You get what you order,5,0.0,0.0,1.0,0.0,Neutral
346,346,2020-06-08,Very good smell. It disappeared very quickly after using it in hand. Price should be less than rs250. It should be Rs 200,Good product,4,0.226,0.067,0.707,0.6697,Positive
347,347,2020-05-28,Good quality product,Good product,4,0.592,0.0,0.408,0.4404,Positive
348,348,2020-05-25,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
349,349,2020-06-26,Nice,Nice,4,1.0,0.0,0.0,0.4215,Positive
350,350,2020-08-12,"Ordered it during CoVID 19 crisis ,delivered timely by amazon.Good quality sanitizer",Good to use,4,0.0,0.272,0.728,-0.6249,Negative
351,351,2020-07-12,Excellent product,Gel base Sanitizer,5,0.787,0.0,0.213,0.5719,Positive
352,352,2020-08-01,not sure the product is original the smell is totally different from the original product I wish I could return this,not original,1,0.301,0.081,0.618,0.6529,Positive
353,353,2020-05-26,Very good sanitizer..vry fast delivery..but no discount on it...but it's ok,Vry fast delivery,5,0.346,0.141,0.513,0.4927,Positive
354,354,2020-08-19,Excellent product. No side effects. Daily use.,Excellent product,5,0.339,0.202,0.459,0.3612,Positive
355,355,2020-08-23,Good,Good product,4,1.0,0.0,0.0,0.4404,Positive
356,356,2020-08-07,Packaging was worst and the product's pump got damaged and doesn't work anymore..,Damaged packaging,2,0.0,0.389,0.611,-0.7906,Negative
357,357,2020-05-21,Delivered product was not as shown in the image,Not upto the mark,1,0.0,0.0,1.0,0.0,Neutral
358,358,2020-06-22,Good one,Good one,4,0.744,0.0,0.256,0.4404,Positive
359,359,2020-06-09,Good product.,Clean india,5,0.744,0.0,0.256,0.4404,Positive
360,360,2020-08-04,buy it,Go for it,5,0.0,0.0,1.0,0.0,Neutral
361,361,2020-06-02,Not sure about the purity of product but post using i got headache because of bad scent/fragrance.,Horrible Scent,4,0.0,0.308,0.692,-0.7376,Negative
362,362,2020-06-05,Recomended to buy. Great smell,Excelent,5,0.506,0.0,0.494,0.6249,Positive
363,363,2020-06-13,Prodect is good but problem in delevery.,...,5,0.186,0.338,0.476,-0.3818,Negative
364,364,2020-07-08,Nice packaging and value price.,Nice products,5,0.634,0.0,0.366,0.6369,Positive
365,365,2020-06-07,Smell is very badQuality is very badTotally wastege of money,Wastage of money,1,0.0,0.0,1.0,0.0,Neutral
366,366,2020-06-04,Good Product!,I recommend this.,5,0.761,0.0,0.239,0.4926,Positive
367,367,2020-05-17,Excellent.original product.,Very good,5,0.0,0.0,1.0,0.0,Neutral
368,368,2020-07-07,Very affordable and good sanitizer,Affordable and good senitizer,5,0.442,0.0,0.558,0.4877,Positive
369,369,2020-07-03,The box was ripped off and half the bottle is empty. Someone has used this product. Pathetic......,Sub standard product,1,0.0,0.101,0.899,-0.2023,Negative
370,370,2020-07-04,Received a detective piece. Cap was missing because of which there was a leakage,Defective price.. Highly disappointed,1,0.0,0.167,0.833,-0.296,Negative
371,371,2020-07-14,Very good,Best,5,0.762,0.0,0.238,0.4927,Positive
372,372,2020-06-06,Value for money,Excellent product,5,0.545,0.0,0.455,0.34,Positive
373,373,2020-06-27,Very good product,Value for money,5,0.615,0.0,0.385,0.4927,Positive
374,374,2020-06-29,Good,Good,3,1.0,0.0,0.0,0.4404,Positive
375,375,2020-07-07,Good Product with no discounts,Good Product with no discounts,5,0.358,0.272,0.37,0.1779,Positive
376,376,2020-07-03,Best ...its very nice try it .....keep ur hands clean daily ....,Very good am happy,5,0.526,0.0,0.474,0.8748,Positive
377,377,2020-06-17,Satisfied by the product but this product should come with a seal.,Satisfied - Sealed bottle would have been a better option,4,0.16,0.0,0.84,0.2263,Positive
378,378,2020-05-17,Lifebuoy Hand sanitizer is best with 70% Alcohol and One of top leading brand that we can trust,Best,5,0.472,0.0,0.528,0.91,Positive
379,379,2020-05-21,Smells very bad,Ok,2,0.0,0.655,0.345,-0.5849,Negative
380,380,2020-07-31,"The packing is not good and the button is not working, we have received a bad product. How can I use it?",Push Button is damage &amp; not good packing.,1,0.0,0.247,0.753,-0.7101,Negative
381,381,2020-06-03,It's value for Money...very Good Product from Life Buoy,Big Quantity with Nice Smell,5,0.431,0.0,0.569,0.6486,Positive
382,382,2020-05-15,The sanitizer is original and very good at this price.,Go for it.,5,0.407,0.0,0.593,0.6697,Positive
383,383,2020-07-04,Good,Covid 19 important sanitizer,5,1.0,0.0,0.0,0.4404,Positive
384,384,2020-07-02,Nice perfume smell,Worth,5,0.583,0.0,0.417,0.4215,Positive
385,385,2020-07-18,Scent is good but packaging is bad and product is half and dhakan Tora hoya asa6a please refund this?,Bad product,2,0.191,0.185,0.624,-0.2144,Negative
386,386,2020-07-13,It is very helpfull sanitizer it killed the germs it doesn't infect,Super,4,0.0,0.29,0.71,-0.6705,Negative
387,387,2020-08-02,Not the usual smell.,Not the usual smell.,4,0.0,0.0,1.0,0.0,Neutral
388,388,2020-07-30,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
389,389,2020-08-03,Product is good but packing is very bad leaks insides of package. Worst package from Amazon,Worst package,4,0.149,0.404,0.447,-0.8702,Negative
390,390,2020-07-31,One of the Good santizer in marketKills most of the germsGood service by amazon,Good product,5,0.277,0.0,0.723,0.5574,Positive
391,391,2020-05-20,Awesome product.....i am happy to purchase this product... it's a gelbased product.....,Awesome product,5,0.464,0.0,0.536,0.8316,Positive
392,392,2020-07-11,The package of the product is too good and it's more than up to the mark,Genuine product,5,0.162,0.0,0.838,0.4404,Positive
393,393,2020-05-24,Bottle lid is not like shown in picture...looks like local...it is traspearent plastic lid....,Not Sure.. Product is original,3,0.0,0.26,0.74,-0.4973,Negative
394,394,2020-07-12,Gud price and gud cash back thankyu amazone,gud price gud cash back,5,0.0,0.0,1.0,0.0,Neutral
395,395,2020-06-12,No complaints in product.. Please improve ur packaging as it was slightly damaged..,Review of Lifebuoy Alcohol based sanitizer,4,0.272,0.257,0.471,0.0772,Positive
396,396,2020-06-02,It is a value for money product in this epidemic covid period,Good product,5,0.194,0.0,0.806,0.34,Positive
397,397,2020-08-15,Utterly waste product ... after using seen body allergy ... very bad smell...,Cheating Product,1,0.0,0.385,0.615,-0.7837,Negative
398,398,2020-08-15,Super product and service packages so good,Super,5,0.604,0.0,0.396,0.8244,Positive
399,399,2020-07-11,Very gud product.,Worth the money,5,0.0,0.0,1.0,0.0,Neutral
400,400,2020-06-08,"Not wrothable to buy, quantity is less",Quantity is less,2,0.0,0.0,1.0,0.0,Neutral
401,401,2020-07-03,Nice product,Nice product,5,0.737,0.0,0.263,0.4215,Positive
402,402,2020-06-17,Waste product. Bad(Boomer) smell. No value for money. Worthless product. Don't buy this item at any cost.,Waste Item,1,0.103,0.339,0.558,-0.6705,Negative
403,403,2020-06-07,Price could be lower.Proper sealing is required for the product.,Product needs to be sealed,3,0.0,0.0,1.0,0.0,Neutral
404,404,2020-05-31,Good,Should purchase,5,1.0,0.0,0.0,0.4404,Positive
405,405,2020-05-27,No,Very good product thks Amazon,5,0.0,1.0,0.0,-0.296,Negative
406,406,2020-07-28,Good for hand.,Good one.,4,0.859,0.0,0.141,0.7269,Positive
407,407,2020-06-10,Good,Ok,4,1.0,0.0,0.0,0.4404,Positive
408,408,2020-06-07,It’s a pure product,Quality product,5,0.0,0.0,1.0,0.0,Neutral
409,409,2020-07-10,Totally damage productWestting money for purchase this product,Damage products,1,0.0,0.333,0.667,-0.5413,Negative
410,410,2020-06-12,"Happy with the product, smells good.",Genuine product,5,0.623,0.0,0.377,0.765,Positive
411,411,2020-08-19,The product smell was very bad and it not original product of lifebuoy don't buy this,Don't buy this,1,0.0,0.291,0.709,-0.6961,Negative
412,412,2020-06-05,It seems to be a fake product. Different from the one actually shown....,Fake Product,1,0.0,0.22,0.78,-0.4767,Negative
413,413,2020-08-01,The scent of this sanitizer is very good and it is very easy to use.,Review of Lifeboy Sanitizer.,5,0.329,0.0,0.671,0.7496,Positive
414,414,2020-05-31,Okay,Good,5,1.0,0.0,0.0,0.2263,Positive
415,415,2020-06-11,"Excellent product, and superb value for money item, and quality is awesome.",Excellent product,5,0.641,0.0,0.359,0.936,Positive
416,416,2020-05-29,Not so good as compare to other brand,Not so good as compare to other brand,1,0.0,0.273,0.727,-0.3865,Negative
417,417,2020-05-27,Good one,Good,4,0.744,0.0,0.256,0.4404,Positive
418,418,2020-07-15,Not satisfied./// Packing good,Sanitizer.... Just ok,1,0.0,0.445,0.555,-0.3412,Negative
419,419,2020-07-10,It's a very good and genuine product and great quality. Packing also very good. Thank you Amazon.,Fantastic product,5,0.576,0.0,0.424,0.9321,Positive
420,420,2020-06-12,I is really good time to buy it before it's price rasie up and it is best,Cool,5,0.346,0.0,0.654,0.8122,Positive
421,421,2020-06-06,Showing another picture and delivered some other packing Big no in future,Have had enough bitter experience,1,0.0,0.167,0.833,-0.296,Negative
422,422,2020-06-30,100/100,Good Product,5,0.0,0.0,1.0,0.0,Neutral
423,423,2020-07-26,Foam getting formed after using it. Looks like fake item.,Not good,1,0.184,0.228,0.588,-0.1531,Negative
424,424,2020-07-15,I'm very satisfied with the product and dehlivery service,Highly recommended,5,0.279,0.0,0.721,0.4754,Positive
425,425,2020-06-01,"Great product, poor delivery",Great product,5,0.446,0.337,0.217,0.25,Positive
426,426,2020-07-24,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
427,427,2020-08-12,This is the fake product that scent of it is entirely diffrent from the original product,Fake product,1,0.119,0.16,0.722,-0.2023,Negative
428,428,2020-06-19,Can suggest to buy it's good n price is ok as well,Good one,4,0.474,0.0,0.526,0.7351,Positive
429,429,2020-05-29,It's a fake product . Please do not buy..Buy Dabur instead which is very good with 70%alchol .,Fake Fake Fake product being sold on amazon.,1,0.267,0.151,0.583,0.3384,Positive
430,430,2020-05-21,Original and fast Delivery,ORIGINAL AND FAST DELIVERY,5,0.434,0.0,0.566,0.3182,Positive
431,431,2020-06-01,Gd,Gd product  thumbs_up ,3,0.0,0.0,1.0,0.0,Neutral
432,432,2020-06-02,Good product.,Useful item,5,0.744,0.0,0.256,0.4404,Positive
433,433,2020-07-20,Best quality product among currently available options,Best in market,5,0.412,0.0,0.588,0.6369,Positive
434,434,2020-08-17,The Iteam Cap Broken. Sanitizer is Damage.kindly Replace the product on urgent basis.,Lifebuoy Sanitizer cap Broken,1,0.113,0.195,0.692,-0.3182,Negative
435,435,2020-07-14,Good product,Superb,5,0.744,0.0,0.256,0.4404,Positive
436,436,2020-05-26,Very unpleasant smell. Packaging all different than previous lifebouy sanitizers.,Very Unpleasant smell,2,0.0,0.274,0.726,-0.5256,Negative
437,437,2020-05-22,Nice  OK_hand ,Nice,4,0.737,0.0,0.263,0.4215,Positive
438,438,2020-05-27,The product is very good and the packaging is also good. Obviously it is the product of Lifebuoy.,Good sanitizer,5,0.285,0.0,0.715,0.7496,Positive
439,439,2020-06-07,Genuine product.,Genuine product and good packaging,5,0.0,0.0,1.0,0.0,Neutral
440,440,2020-07-12,It's not original. It's heavy alcohol smell.,It's not original,1,0.0,0.246,0.754,-0.2411,Negative
441,441,2020-07-11,Good product,Value for money,5,0.744,0.0,0.256,0.4404,Positive
442,442,2020-08-20,Bottle pushing cap was damaged and some liquid come out....,Found bottle cap damaged,4,0.0,0.244,0.756,-0.4404,Negative
443,443,2020-07-15,Its easy to use.,Good product,5,0.492,0.0,0.508,0.4404,Positive
444,444,2020-07-05,Nice,Useful,5,1.0,0.0,0.0,0.4215,Positive
445,445,2020-06-08,"Best sanitizer,totally value for moneyTotally love this product",Super,5,0.684,0.0,0.316,0.8957,Positive
446,446,2020-06-26,Parfect product,Excellent,5,0.0,0.0,1.0,0.0,Neutral
447,447,2020-07-04,Sanitizer was spilled inside the package.. cap was broken.. need a refund,BROKEN CAP.. SANITIZER SPILLED.. REFUND THE MONEY,1,0.0,0.0,1.0,0.0,Neutral
448,448,2020-06-04,Good products,Nice,4,0.744,0.0,0.256,0.4404,Positive
449,449,2020-06-02,Good product.. but I don’t knw will it help against corona.. let’s hope so..,Good product,4,0.483,0.0,0.517,0.8537,Positive
450,450,2020-07-29,I used these several times it will harm our skin it is so powerful,Good but don't buy it,1,0.2,0.193,0.607,0.03,Positive
451,451,2020-06-22,"Nice product with Gel based ,Atleast not harsh for your hands !!",Sanitizer,4,0.367,0.0,0.633,0.6994,Positive
452,452,2020-06-01,Scent quality can be increase.but overall good.,Overall value for the money,4,0.326,0.0,0.674,0.4404,Positive
453,453,2020-07-27,Looks like duplicate one.. different packing from original..,Seems like duplicate one.,1,0.263,0.0,0.737,0.3612,Positive
454,454,2020-06-18,The smell is nt very good but it does the work properly,It's good,5,0.16,0.0,0.84,0.2724,Positive
455,455,2020-07-26,No original mark,Ok ok,3,0.418,0.4,0.182,0.0258,Positive
456,456,2020-05-29,Authentic product.....contains good amount of alcohol,Best,5,0.367,0.0,0.633,0.4404,Positive
457,457,2020-08-15,Best,Best,5,1.0,0.0,0.0,0.6369,Positive
458,458,2020-05-19,"Best hand sanitizer , definitely go for it.",From germ protection,5,0.716,0.0,0.284,0.8779,Positive
459,459,2020-07-08,"Good sanitizer, upto the mark.",Good sanitizer,4,0.42,0.0,0.58,0.4404,Positive
460,460,2020-06-22,very effective and nice product.,review,5,0.683,0.0,0.317,0.7548,Positive
461,461,2020-07-02,Very useful,Recommended,5,0.762,0.0,0.238,0.4927,Positive
462,462,2020-06-09, thumbs_up  I got this item with pump dispenser, thumbs_up ,5,0.0,0.0,1.0,0.0,Neutral
463,463,2020-08-22,"I have doubt,wheather it is original or not.",Don't buy,2,0.277,0.0,0.723,0.3182,Positive
464,464,2020-08-18,Too thick,Too thick,1,0.0,0.0,1.0,0.0,Neutral
465,465,2020-06-19,owsm product,Owsm product,5,0.0,0.0,1.0,0.0,Neutral
466,466,2020-06-18,Very bad fragnance . No pump up system availlable . Not comfortable to use.,Very bad bad fragnance . No pump up system availlable .,2,0.0,0.499,0.501,-0.8385,Negative
467,467,2020-06-29,Zero can't be given to the product. It's very bad and quality is very cheap,Very bad product never buy it,1,0.0,0.213,0.787,-0.5849,Negative
468,468,2020-06-07,I think it is duplicate product,Duplicate...Not original,1,0.0,0.0,1.0,0.0,Neutral
469,469,2020-06-29,Awesome product,100% genuine,5,0.804,0.0,0.196,0.6249,Positive
470,470,2020-06-12,Good but u don't line scent,Hul product,3,0.328,0.0,0.672,0.2382,Positive
471,471,2020-06-05,As lifebuoy quality was good value also affordable .,Quality of product was good,5,0.469,0.0,0.531,0.6486,Positive
472,472,2020-08-13,Please use lifebuoy product.Very  smiling_face_with_smiling_eyes ,Nice Product,5,0.365,0.0,0.635,0.3182,Positive
473,473,2020-05-24,Good product,Good,4,0.744,0.0,0.256,0.4404,Positive
474,474,2020-06-09,Nice,Nice,5,1.0,0.0,0.0,0.4215,Positive
475,475,2020-05-31,Nice product,Good,5,0.737,0.0,0.263,0.4215,Positive
476,476,2020-07-01,I think this is duplicate product not a lifebuoy product,Fooling customers,1,0.0,0.0,1.0,0.0,Neutral
477,477,2020-05-18,Good alcohol based hand sanitizer,Good product for this pandamic,5,0.67,0.0,0.33,0.7269,Positive
478,478,2020-08-09,Squeezing machine is not working at all.... Upset to buy this product...,Squeezing machine is not working at all.,3,0.0,0.191,0.809,-0.3818,Negative
479,479,2020-08-04,Good sanatizer in the market easy to use,Useful Product,4,0.492,0.0,0.508,0.7003,Positive
480,480,2020-05-24,Very Good Product smell really hard with seale Thanks amazon,Gel base sanitizer 70%,5,0.503,0.109,0.387,0.7269,Positive
481,481,2020-06-14,Best quality hand sanitizer. Excellent product,Excellent product,5,0.787,0.0,0.213,0.9022,Positive
482,482,2020-07-13,it smells good but cost looks bit high,it smells good,3,0.218,0.0,0.782,0.2382,Positive
483,483,2020-07-30,I am fully satisfied with this product.,Self satisfaction,5,0.382,0.0,0.618,0.4754,Positive
484,484,2020-08-09,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
485,485,2020-05-25,Best,Best,5,1.0,0.0,0.0,0.6369,Positive
486,486,2020-06-14,Very good sanitizer smell also good and the composition also Gud,Very helpful in this pandemic,5,0.415,0.0,0.585,0.7496,Positive
487,487,2020-06-15,Received half empty bottle,Received half empty bottle,1,0.0,0.375,0.625,-0.2023,Negative
488,488,2020-05-27,It is too thick,Good one,4,0.0,0.0,1.0,0.0,Neutral
489,489,2020-09-04,good and usefull,usefull,4,0.592,0.0,0.408,0.4404,Positive
490,490,2020-05-25,Very good fragrance sanitizer and also very effective,Effective sanitizer,4,0.523,0.0,0.477,0.764,Positive
491,491,2020-06-08,Thanks for Dil se..,Good,5,0.492,0.0,0.508,0.4404,Positive
492,492,2020-06-07,Best senitizer nice smell n nice quality,The Real cheap n best senitizer,5,0.766,0.0,0.234,0.8689,Positive
493,493,2020-06-10,Excellent product. Protects and leaves a soft smell.,Great product,5,0.545,0.0,0.455,0.7184,Positive
494,494,2020-08-04,Not original product. I am going to fill complain in consumer court.,Fake product,1,0.0,0.331,0.669,-0.5365,Negative
495,495,2020-06-06,useful,useful,5,1.0,0.0,0.0,0.4404,Positive
496,496,2020-08-06,No comparison... This is the best...!!  victory_hand_selector  victory_hand_selector ,The very very best..!!,5,0.0,0.285,0.715,-0.4184,Negative
