,Unnamed: 0,Date,Review_text,Review_title,Stars,Positive,Negative,Neutral,Compound,Overall
387,387,2020-09-23,good one this is my 10th bottle,Good one,5,0.326,0.0,0.674,0.4404,Positive
388,388,2020-07-26,Its a tiny spraySalon is better in size and fragranceWaste of money,Tiny spray tube...not worth it,1,0.225,0.0,0.775,0.4404,Positive
389,389,2020-06-07,Very use ful,If u want spray type u can buy,5,0.0,0.0,1.0,0.0,Neutral
390,390,2020-09-09,Value for money,Good,5,0.545,0.0,0.455,0.34,Positive
391,391,2020-06-23,defective item...liquid drip when you try to spray...not able to return...not able to contact customer care...pathetic,defective product,1,0.0,0.162,0.838,-0.4404,Negative
392,392,2020-07-16,Very high price.all should buy Savlon same price but 170g,Very high price,3,0.0,0.0,1.0,0.0,Neutral
393,393,2020-06-11,Finished too early  grinning_face  grinning_face ,Good one,5,0.0,0.0,1.0,0.0,Neutral
394,394,2020-06-11,Good product,Good product,5,0.744,0.0,0.256,0.4404,Positive
395,395,2020-09-04,good,genuine product,3,1.0,0.0,0.0,0.4404,Positive
396,396,2020-06-20,good,good,4,1.0,0.0,0.0,0.4404,Positive
397,397,2020-06-27,seems the bottle was not filled completely ....half filled bottled delivered,content,2,0.0,0.0,1.0,0.0,Neutral
398,398,2020-08-08,Very Nice Sanitizer.,Very Nice,5,0.607,0.0,0.393,0.4754,Positive
399,399,2020-09-17,I like this product and I thank Amazon for delivering it. It wasn't available at nearby shops.,Good product,5,0.358,0.0,0.642,0.6908,Positive
400,400,2020-06-24,Good,good,5,1.0,0.0,0.0,0.4404,Positive
401,401,2020-07-10,Bad productThe half of the sanitizer was used out of it and the cap was totally broken the cost was the great but the quality is poor...,Worst product,1,0.082,0.143,0.774,-0.2255,Negative
402,402,2020-07-16,The consistency is quite watery. The fragrance is fresh and it's non-irritating on the skin.,Decent.,4,0.141,0.0,0.859,0.3182,Positive
403,403,2020-06-16,Good product but pricey,Pricey,5,0.394,0.0,0.606,0.2382,Positive
404,404,2020-06-03,Happy to see Lifebuoy come up with a spray bottle. It’s very easy and convenient - especially to disinfect surfaces!,Brilliant!,5,0.31,0.0,0.69,0.8012,Positive
405,405,2020-09-22,Very good quality,Worth it to buy,5,0.615,0.0,0.385,0.4927,Positive
406,406,2020-09-09,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
407,407,2020-05-28,Super fast deliveryGood quality itemPacked very well.Overall a great purchase. Thanks,"Fast delivery, good quality &amp; greatly packed",5,0.615,0.0,0.385,0.9038,Positive
408,408,2020-08-23,Huge dent in the product. Not handling with care...,Dent in the product,1,0.223,0.0,0.777,0.3182,Positive
409,409,2020-06-22,There is no cap on the product n this is used by the seller...bcoz liquid quantity was very very less...,Very bad experience,2,0.0,0.109,0.891,-0.296,Negative
410,410,2020-08-25,product is a bit costly but very good,costly,4,0.409,0.114,0.477,0.6236,Positive
411,411,2020-06-02,Good product,Use for helpful,5,0.744,0.0,0.256,0.4404,Positive
412,412,2020-06-19,Waste of money. Instead of spray liquid comes out.,Waste of money,2,0.0,0.259,0.741,-0.4215,Negative
413,413,2020-06-09,The product is not uauable in a suitable wayv. The spraying system is poor,not satishfactory,1,0.0,0.205,0.795,-0.4767,Negative
414,414,2020-07-03,Heavily Damaged- not replaceable,Heavily Damaged,2,0.0,0.492,0.508,-0.4404,Negative
415,415,2020-07-14,Looks like some damaged product is modified. The cap is very very tight and very hard to open for the 1st time.,Ok,3,0.096,0.176,0.728,-0.2716,Negative
416,416,2020-06-17,Must have,Perfect product stay safe ...,5,0.0,0.0,1.0,0.0,Neutral
417,417,2020-08-06,So useful these days,Must,5,0.516,0.0,0.484,0.4927,Positive
418,418,2020-09-08,Waste. So expensive. Savlon is much better.,Waste,2,0.271,0.262,0.467,0.0258,Positive
419,419,2020-06-09,Price very high,Decent,5,0.0,0.0,1.0,0.0,Neutral
420,420,2020-08-15,better than any sanitizer bottles you might carry,peace of mind /easy to carry,5,0.293,0.0,0.707,0.4404,Positive
421,421,2020-08-26,Value for money,Smart,4,0.545,0.0,0.455,0.34,Positive
422,422,2020-07-09,Very good,Very good,5,0.762,0.0,0.238,0.4927,Positive
423,423,2020-07-13,"Too costly for 75g, pay 10₹ extra per bottle and order Savlon disinfectant (170g) -159₹",Too Costly,1,0.0,0.177,0.823,-0.2023,Negative
424,424,2020-08-03,Slow but steady wins the race,Easy to carry,5,0.502,0.0,0.498,0.7227,Positive
425,425,2020-07-07,Could be littlel big in size,Nice,4,0.0,0.0,1.0,0.0,Neutral
426,426,2020-06-16,very good,Very good,5,0.762,0.0,0.238,0.4927,Positive
427,427,2020-08-09,Good quality. Price should have been a bit less.,Good one,4,0.293,0.0,0.707,0.4404,Positive
428,428,2020-07-06,It has come in a damaged condition and there is no returns policy this is taking customer for a ride very disappointed,Dissatisfied,1,0.0,0.333,0.667,-0.8173,Negative
429,429,2020-08-29,Very good product. Quantity could be more. Ism repeat user.,Good,5,0.262,0.0,0.738,0.4927,Positive
430,430,2020-06-02,"Product is good but i am not happy with the delivery. I ordered for 2 pcs but received only one, there is no way i can complaint for short delivery.",Incomplete delivery,3,0.058,0.286,0.656,-0.8247,Negative
431,431,2020-07-02,Manufacturer needs to improve packaging by positively adding a pilfer-proof seal to the product.Amazon may like to take up accordingly.,Arrange with Manufacturer to add a pilfer-proof seal to the product.,4,0.355,0.0,0.645,0.8316,Positive
432,432,2020-06-28,Too much cost very less quantity is coming,Not worth,1,0.0,0.0,1.0,0.0,Neutral
433,433,2020-08-15,Good Product for daily use.,Good Product,4,0.42,0.0,0.58,0.4404,Positive
434,434,2020-08-18,Easy to use..,Good one,4,0.592,0.0,0.408,0.4404,Positive
435,435,2020-06-14,Less quantity in more price....Savelon is good in reasonable price and more then double quantity....Not value for money...,Not value for money...,1,0.258,0.0,0.742,0.6771,Positive
436,436,2020-05-27,Very Essential product in this current situation.. Super fast delivery from amazon...Thank you...!,Best product from life bouy,4,0.259,0.0,0.741,0.636,Positive
437,437,2020-06-06,The item had received without cap. It was open spray nozzles,Item not delivered in proper condition,1,0.0,0.0,1.0,0.0,Neutral
438,438,2020-07-19,Disappointed. Quandity is less compared to Savlon for almost the same price. Also doesn't spray.,Doesn't spray,3,0.0,0.181,0.819,-0.4767,Negative
439,439,2020-06-19,Supplier sent one is ok and second is repaired. I don’t know that’s kill germ or not,Supplier sent repaired product,1,0.105,0.225,0.67,-0.5423,Negative
440,440,2020-07-15,I received the bottles without caps ...,Bottles reached to me without caps,1,0.0,0.0,1.0,0.0,Neutral
441,441,2020-07-26,Lifebuoy keeps you away from virus &amp; bacteria. Original product,Lifebuoy keeps you away from virus &amp; bacteria,4,0.204,0.0,0.796,0.3182,Positive
442,442,2020-05-31,"I recieved a faulty produt, spray nozzle is blocked and not working",Faulty product,1,0.0,0.355,0.645,-0.5267,Negative
443,443,2020-05-28,The product was so good to use.,Good Product,5,0.384,0.0,0.616,0.5777,Positive
444,444,2020-07-27,Sorry by mistake I write a wrong feedback.. I received the product and the product is good..Please change my delivery feedback,Please change my delivery feedback.. I received the product,3,0.0,0.312,0.688,-0.7003,Negative
445,445,2020-06-26,Awesome product works very well and easy. I recommend for buying this product. But it is only 75 ml for 149 Rs.,Awesome product.,4,0.322,0.0,0.678,0.7251,Positive
446,446,2020-08-16,1) Product is not seal may be it is used product2) Even cap is missing3) Packaging is completely disaster,Not recommended,1,0.0,0.196,0.804,-0.659,Negative
447,447,2020-06-19,Horrible. The spray doesn't work. Also the bottle wasn't even sealed. Looks like duplicate product has been sent,Horrible,1,0.114,0.159,0.727,-0.25,Negative
448,448,2020-07-20,One cap missing from bottle.. Wrost experience,Cap missing,1,0.0,0.268,0.732,-0.296,Negative
449,449,2020-06-12,The cap of the bottle was broken when I received the product...,Cap broken,1,0.0,0.237,0.763,-0.4767,Negative
450,450,2020-06-11,Useless product.... The bottles were half empty,Waste of money,1,0.0,0.479,0.521,-0.5574,Negative
451,451,2020-06-09,Defective product and the bottles are very small,To costly,5,0.0,0.293,0.707,-0.4404,Negative
452,452,2020-07-15,The packaging was worst... the quantity of the product is not satisfying..want to return but the product is not returnable..,Waste of money.. disappointed,2,0.0,0.0,1.0,0.0,Neutral
453,453,2020-07-14,"Overpriced, getting other good brand with lesser price",Overpriced,2,0.293,0.0,0.707,0.4404,Positive
454,454,2020-08-22,"Please do not compare this with the other products in the market which are filled with gas, which are for different purposes.",No Gas pure liquid spray,5,0.099,0.0,0.901,0.3182,Positive
455,455,2020-09-07,Two lifebouy spray sanitizers were ordered. Both were good. But one spray bottle was deformated and the lid was also missing.,Good product but missing parts,4,0.082,0.118,0.8,-0.2144,Negative
456,456,2020-06-08,Very handy method of sanitization,Fast Sanitize,5,0.0,0.0,1.0,0.0,Neutral
457,457,2020-07-14,Excellent  smiling_face_with_heart-eyes  smiling_face_with_heart-eyes ,Want to buy it again,5,0.649,0.0,0.351,0.5719,Positive
458,458,2020-06-19,One of the bottle cover not opening and bottle also bent from one side.,Bottle not opening,3,0.0,0.0,1.0,0.0,Neutral
459,459,2020-06-09,not good,not good,1,0.0,0.706,0.294,-0.3412,Negative
460,460,2020-07-25,"Must have especially for people traveling, easy and convenient to use.",Good Companion.,4,0.225,0.0,0.775,0.4404,Positive
461,461,2020-07-27,Very bad packaging and product is also seems like it is used once or twice and then delivered... and product quality is also not good,Very bad packaging,1,0.081,0.202,0.717,-0.5717,Negative
462,462,2020-06-16,According to the price product is really good during this time,Good product,4,0.242,0.0,0.758,0.4927,Positive
463,463,2020-08-09,Very useful and multipurpose product.A bit pricey since quantity is less.,Multipurpose product,4,0.242,0.0,0.758,0.4927,Positive
464,464,2020-09-27,Trust worthy,Useful,5,1.0,0.0,0.0,0.7351,Positive
465,465,2020-06-16,It's a good product. Very easy to use. Very helpful to sanitize your clothes and your body.Best to buy and use easily.,Nice smell and easy to use.,5,0.405,0.0,0.595,0.8906,Positive
466,466,2020-08-13,Stocks received without cover and 1 pc is short,Defective product,1,0.0,0.0,1.0,0.0,Neutral
467,467,2020-06-10,It smells like hit and it is a little bit damaged.,It smells like hit,1,0.191,0.2,0.61,-0.0314,Negative
468,468,2020-06-11,Very small,Surface sanitizer,4,0.0,0.0,1.0,0.0,Neutral
469,469,2020-08-17,"Good,butbof small volume",Good,5,0.0,0.0,1.0,0.0,Neutral
470,470,2020-08-05,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
471,471,2020-08-29,Used product given to us . Not well packed .very small in size .,Used product ..,1,0.0,0.142,0.858,-0.2057,Negative
472,472,2020-07-18,It’s not worth . It’s better to buy salvon with almost same price but contains 230ml .,Salvon is better,1,0.0,0.189,0.811,-0.2584,Negative
473,473,2020-07-30,I got the damaged product as I could not able to use it for spray. It’s just leaking when I reverse the bottle. Check the images,Damaged spray,1,0.0,0.116,0.884,-0.4404,Negative
474,474,2020-06-15,"The bottle was dented , the size was smaller as was shown in pic, pls ensure better delivery, hope to receive reply!!",Dented bottle,4,0.377,0.0,0.623,0.8513,Positive
475,475,2020-06-13,Got product that seems used with no sealed cap.,Be careful.,1,0.0,0.216,0.784,-0.296,Negative
476,476,2020-07-29,"It is not a gas spray,it's just like liquid sanitizers...It was very difficult to make a hole to get it out.",Not upto the mark,1,0.112,0.125,0.763,-0.0754,Negative
477,477,2020-07-27,The spray nozzle is very small....Very hard to use.,Not a user friendly design,3,0.0,0.173,0.827,-0.1725,Negative
478,478,2020-08-02,Spraying is not perfect. It is falling S droplets.,Poor spray,2,0.0,0.434,0.566,-0.5571,Negative
479,479,2020-08-05,Very handy disinfectant,Very handy disinfectant,5,0.0,0.0,1.0,0.0,Neutral
480,480,2020-09-23,"I use this to take with me everywhere I go and after touching anything. Good, compact bottle for germaphobes.",Easy to carry and use,5,0.153,0.0,0.847,0.4404,Positive
481,481,2020-07-26,Great,Great,5,1.0,0.0,0.0,0.6249,Positive
482,482,2020-07-12,Not as I expected... Not working properly.,Not Expected,3,0.0,0.0,1.0,0.0,Neutral
483,483,2020-07-29,Not up to mark and packing and the product got damaged,Not upto mark,2,0.0,0.225,0.775,-0.4404,Negative
484,484,2020-06-18,"Product came without seal, used product very less spray, it seems less than 50percent is there. Don't buy it.","Used product without any seal, half of it is empty",1,0.0,0.0,1.0,0.0,Neutral
485,485,2020-08-26,Very expensive one as compared to other sanitizers available in market .. packaging was also not good don't buy this,Poor packaging plus too small,3,0.0,0.112,0.888,-0.3412,Negative
486,486,2020-08-13,Good product with less quantity.Very usefull in this pandemic,Good product.,4,0.266,0.0,0.734,0.4404,Positive
487,487,2020-09-15,Nice handy product to use and light weight also,Weightless hand sanitizer to use and carry anywere,5,0.259,0.0,0.741,0.4215,Positive
488,488,2020-06-15,All the liquid leaked from the spray and so the spray wasn’t working,Leakage and spray dint work,1,0.0,0.161,0.839,-0.3182,Negative
489,489,2020-07-17,Good product,Good,4,0.744,0.0,0.256,0.4404,Positive
490,490,2020-08-13,Ordered 2 sprays in which one was dented and the other was in proper condition.,DENTED SPRAY CAN,3,0.0,0.0,1.0,0.0,Neutral
491,491,2020-08-12,Cap of 1 bottle is missing. &amp; Others bottle caps are loose.,Damaged caps,2,0.0,0.333,0.667,-0.5423,Negative
492,492,2020-08-22,"Waste of money. You are paying Rs149 for 70ml alcohol. In Rs 150 , you will get 500 ml of alcohol(spirit)",Waste of money. No worth,1,0.0,0.128,0.872,-0.4215,Negative
493,493,2020-06-16,Superb  OK_hand_light_skin_tone  Product,Superb,5,0.672,0.0,0.328,0.6249,Positive
494,494,2020-06-25,Its a total waste for the price.utterly a waste.,Expensive for the quantity,1,0.0,0.528,0.472,-0.6808,Negative
495,495,2020-07-04,Nice product easy to use over phone and door.,Good,4,0.449,0.0,0.551,0.6908,Positive
496,496,2020-06-23,Defective product received,DEFECTIVE PRODUCT AND NON REFUNDABLE,1,0.0,0.592,0.408,-0.4404,Negative
497,497,2020-07-05,Cool,Money worthy,5,1.0,0.0,0.0,0.3182,Positive
498,498,2020-06-15,Bottle was not good can't spary,Not to buy,1,0.0,0.325,0.675,-0.3412,Negative
499,499,2020-06-02,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
500,500,2020-06-13,Ordered two bottles...one was half filled......otherwise product is very help in Corona time......,Half filled bottle,5,0.2,0.0,0.8,0.4576,Positive
501,501,2020-07-27,A bit lessee quantity,Go for it,4,0.0,0.0,1.0,0.0,Neutral
502,502,2020-05-23,Good one,Cool,5,0.744,0.0,0.256,0.4404,Positive
503,503,2020-06-27,Expensive but good product...,Expensive product...,3,0.562,0.0,0.438,0.5927,Positive
504,504,2020-09-24,Good and easy to use,Great,5,0.659,0.0,0.341,0.7003,Positive
505,505,2020-06-16,Spray not that great,Spray not that great,4,0.0,0.523,0.477,-0.5096,Negative
506,506,2020-09-28,,,5,0.0,0.0,0.0,0.0,Neutral
507,507,2020-06-01,Its an alovera based product...,It is OK product,4,0.0,0.0,1.0,0.0,Neutral
508,508,2020-06-15,It is just worst and not at all spraying properly. Whatever it is coming out looks like water drops.,Worst product,2,0.106,0.174,0.72,-0.3818,Negative
509,509,2020-06-09,"Very handy. Easy to use. Spray it on surfaces, phones, hands anytime you feel contaminated or just basic hygiene purposes.",Good buy,4,0.143,0.0,0.857,0.4902,Positive
510,510,2020-07-28,Not a excellent,Not a good,4,0.0,0.75,0.25,-0.4585,Negative
511,511,2020-07-18,Easy to use,Easy to carry,5,0.592,0.0,0.408,0.4404,Positive
512,512,2020-09-12,Too expensive as per qty,Too expensive as per qty,3,0.0,0.0,1.0,0.0,Neutral
513,513,2020-07-01,Damaged product received . Return option is also not available.,Damaged product,1,0.0,0.266,0.734,-0.4404,Negative
514,514,2020-06-07,Less quantity compared to price.,One star,1,0.0,0.0,1.0,0.0,Neutral
515,515,2020-06-15,Happy with the purchase,Good one,4,0.552,0.0,0.448,0.5719,Positive
516,516,2020-05-27,Spray bottle is damaged you cant spray it,Damage product,1,0.0,0.293,0.707,-0.4404,Negative
517,517,2020-08-01,Very small product. Savlon is 159/- and double the size of it.,Disappointed,1,0.0,0.0,1.0,0.0,Neutral
518,518,2020-08-10,Good. Scent could have been better,Okay,5,0.592,0.0,0.408,0.7003,Positive
519,519,2020-06-09,No seal leaking bottle and half filled,Seal broken and leaking bottle,1,0.0,0.268,0.732,-0.296,Negative
520,520,2020-06-13,Lifebuoy is a trustable brand.very useful product.,Good,5,0.608,0.0,0.392,0.7351,Positive
521,521,2020-06-06,Seal open. I feel cheated. Used bottle,Seal open. Used item,1,0.0,0.398,0.602,-0.5106,Negative
522,522,2020-07-26,One bottle was without cap.,Good but item was missing.,4,0.0,0.0,1.0,0.0,Neutral
523,523,2020-09-06,Very useful,Hand sanitizer,5,0.762,0.0,0.238,0.4927,Positive
524,524,2020-06-16,The item was received without a cap for both the bottles! Don’t know if it is a used one. I need a refund,Pathetic,1,0.0,0.0,1.0,0.0,Neutral
525,525,2020-06-28,It's must have,Don't think twice,5,0.0,0.0,1.0,0.0,Neutral
526,526,2020-08-13,different from the store bought one. Dont know if its fake,may be fake,1,0.0,0.237,0.763,-0.4767,Negative
527,527,2020-06-08,Very small not value for money,O,1,0.0,0.315,0.685,-0.3181,Negative
528,528,2020-06-16,"Hopeless packaging, too pricy",Worst,1,0.0,0.5,0.5,-0.4588,Negative
529,529,2020-06-09,Worst,Never buy again,1,0.0,1.0,0.0,-0.6249,Negative
530,530,2020-08-16,Easy to use,Nice fragrance.,5,0.592,0.0,0.408,0.4404,Positive
531,531,2020-07-31,its all watery droplets remain on surface leakage . no aerosol,bad quality probably fake material,1,0.0,0.196,0.804,-0.296,Negative
532,532,2020-07-10,Nice &amp; easy to use.,Nice,4,0.655,0.0,0.345,0.6908,Positive
533,533,2020-06-07,This is opened. This is very chitng,Very bad,1,0.0,0.0,1.0,0.0,Neutral
534,534,2020-07-24,Value of money,Good,5,0.545,0.0,0.455,0.34,Positive
535,535,2020-06-26,"Good in all aspect,scent, packaging and easy to use",Good in all aspect,5,0.453,0.0,0.547,0.7003,Positive
536,536,2020-06-19,Got Broken piece,Got one broken piece,5,0.0,0.608,0.392,-0.4767,Negative
537,537,2020-06-29,This isn't a spray. When u press the nozzle liquid drop comes out. Dint find it useful.,Spay doesn't work,1,0.161,0.117,0.722,0.2023,Positive
538,538,2020-09-20,Nice product,Nice but costly,4,0.737,0.0,0.263,0.4215,Positive
539,539,2020-08-03,I received a used product with no cap and also the weight is half the the actualPlease look at tge images,Received a used product with no seal and no cap,1,0.0,0.109,0.891,-0.296,Negative
540,540,2020-06-07,"Worst product ,no fragrance ,fake product",Fake product,1,0.0,0.758,0.242,-0.8555,Negative
541,541,2020-06-05,West of money,Not good,3,0.0,0.0,1.0,0.0,Neutral
542,542,2020-05-24,Very useful at this time/situation,Very good,4,0.444,0.0,0.556,0.4927,Positive
543,543,2020-06-17,Not working......bad product......not sure how stablish brand like lifeboy can cheat customers like this,Bad Bad product.....also not replaceable,1,0.25,0.249,0.501,0.0098,Positive
544,544,2020-07-03,Prodct is good but price is very high comprng to other brands.,High price,3,0.151,0.0,0.849,0.2382,Positive
545,545,2020-09-04,Useful item,Good,5,0.744,0.0,0.256,0.4404,Positive
546,546,2020-06-16,Damaged product!!! Quantity is not satisfactory. Not at all value for money.,Damaged product,2,0.0,0.468,0.532,-0.7859,Negative
547,547,2020-07-06,Very small in size. 150rs is too costly.,Small in size,3,0.0,0.167,0.833,-0.1027,Negative
548,548,2020-08-06,"Product quantity is very little with tiny can, not satisfied.",Average,2,0.0,0.206,0.794,-0.3252,Negative
549,549,2020-07-30,It was a super small size. Not value for money when same same bigger size is available in the market.,wrong size given,1,0.17,0.089,0.741,0.4337,Positive
550,550,2020-08-08,Like this spray,Very nice  thumbs_up ,5,0.556,0.0,0.444,0.3612,Positive
551,551,2020-08-12,No cap ..no seal. I doubt how genuine product are you guyz giving. Plus there is no return policy.,No Seal No Cap,1,0.103,0.296,0.601,-0.5423,Negative
552,552,2020-07-29,Not worthy for money,No value for money,2,0.0,0.445,0.555,-0.3412,Negative
553,553,2020-07-25,"It gets absorbed easily and non greasy great product, Go for it thumbs_up ",Do buy it,5,0.371,0.0,0.629,0.7579,Positive
554,554,2020-09-19,Not value for money,Costly,3,0.0,0.404,0.596,-0.2584,Negative
555,555,2020-06-16,"product is ok ok...order 2 pc ,one piece is damage, slightly harsh ur hand after use",damage,2,0.234,0.265,0.501,-0.1706,Negative
556,556,2020-07-23,One bottle is totally defective and other one's spray is not working fine. I want refund on this product,Damaged product delievered,1,0.0,0.286,0.714,-0.6133,Negative
557,557,2020-06-20,Product is excellent.value for money.must buy.scent is pleasent.packaging is good.very easy to use.,Excellent product.,5,0.195,0.0,0.805,0.4404,Positive
558,558,2020-09-09,It's just 70ml go far savlon or other brands for better value for money money_bag ,Pricey and is just liquid spray,3,0.29,0.0,0.71,0.6486,Positive
559,559,2020-07-27,One of the life boy sanitizer spray bottles came with damaged cap. The cap was completely damaged.,Damaged produt,1,0.0,0.279,0.721,-0.7003,Negative
560,560,2020-08-29,People are comparing savalon and Lifebuoy. I prefer Lifebuoy. It's safe to use..,Better than Savalon,5,0.209,0.0,0.791,0.4404,Positive
561,561,2020-06-17,Delivered without capHalf used bottle,Very bad product,1,0.0,0.0,1.0,0.0,Neutral
562,562,2020-08-20,One of the bottle was leaking when delivered and the spraying knob is also not working properly.,Dissatisfied,2,0.0,0.0,1.0,0.0,Neutral
563,563,2020-07-16,Ordered two bottles.Got both without the cap.,No cap,3,0.0,0.0,1.0,0.0,Neutral
564,564,2020-06-25,In this pendamic this is the best for sanatization,Must go for it,5,0.344,0.0,0.656,0.6369,Positive
565,565,2020-07-09,"It was damaged, but Amazon mentions it is not allowed for return or replace. I am reason disappointed.",Damaged product,1,0.093,0.275,0.632,-0.6187,Negative
566,566,2020-08-05,Nice but size too small,Nice but size too small,3,0.322,0.0,0.678,0.2263,Positive
567,567,2020-07-09,Very usefull to clear mobile,Good product,5,0.417,0.0,0.583,0.4336,Positive
568,568,2020-06-08,Iteam was not in proper condition,Not a good experience,1,0.0,0.0,1.0,0.0,Neutral
569,569,2020-07-07,Pathetic .. bottle is damaged and it is just half filled. 150 for this 50 rs bottle. Just dont buy it.,Dont just dont,1,0.0,0.258,0.742,-0.765,Negative
570,570,2020-06-20,Packet was torn.product is very bad quality not suitable to fulfill purpose.dont buy go for savlon spray,Wastage of money and time,1,0.0,0.292,0.708,-0.7351,Negative
571,571,2020-09-23,Authentic,100% authentic,5,0.0,0.0,1.0,0.0,Neutral
572,572,2020-08-17,they delivered without seal on the products.....They look used and weight also is very less,Product seal was open,1,0.0,0.0,1.0,0.0,Neutral
573,573,2020-07-21,It’s a nice product . Very much handy .but size is smaller than shown in picture . Overall nice one,Good,4,0.272,0.0,0.728,0.6808,Positive
574,574,2020-07-17,"The pumps/sprays of most don't work well. The company should look into it, it is not easy to use.",Not very good product,1,0.0,0.209,0.791,-0.5398,Negative
575,575,2020-08-13,Bottle was almost empty. Extremely less quantity. Not satisfied at all.,Dissatisfied with the product,1,0.0,0.284,0.716,-0.3768,Negative
576,576,2020-09-28,Good product with good smell. Very handy too,Very handy,5,0.492,0.0,0.508,0.7003,Positive
577,577,2020-06-28,good,good,5,1.0,0.0,0.0,0.4404,Positive
578,578,2020-08-15,Very expensive in accordance to the item quantity.,Expensive product,3,0.0,0.0,1.0,0.0,Neutral
579,579,2020-06-09,The product is not value for money. Consumtion is very fast as compared to other sanitizer,Not value for money,3,0.0,0.12,0.88,-0.2584,Negative
580,580,2020-07-04,Excellent product especially during corona pandemic easy to care and spray while traveling,Excellent portable santizer spray,5,0.495,0.0,0.505,0.8689,Positive
581,581,2020-06-13,Poor Quality,Not good..poor Quality,1,0.0,0.756,0.244,-0.4767,Negative
582,582,2020-06-05,Nice model and good product,Good,4,0.655,0.0,0.345,0.6908,Positive
583,583,2020-06-25,one of bottles 's cap is broken...i think there was a issue of delivering,services bad for this product,1,0.0,0.0,1.0,0.0,Neutral
584,584,2020-07-28,Smell wuaaack,Scent -100 marks,1,0.0,0.0,1.0,0.0,Neutral
585,585,2020-07-02,I think its duplicate...not properly sealed ..looking half empty...nosal spray working properly.,Dullicate,3,0.0,0.0,1.0,0.0,Neutral
586,586,2020-06-29,Superimportant product!! But it's more on pocket.,Very convenient easy to use spray,5,0.0,0.0,1.0,0.0,Neutral
587,587,2020-06-18,Damaged product due to Bad packaging.One spray is not even working.,Damaged product. Bad packaging,1,0.0,0.416,0.584,-0.7506,Negative
588,588,2020-06-11,I don't have lab at my home to check whether it really kills the virus but it smells nice!,Lelo... Smells nice!,5,0.178,0.107,0.715,0.3809,Positive
589,589,2020-07-15,Received damaged product. It is leaking from the notch,Damaged product,2,0.0,0.266,0.734,-0.4404,Negative
590,590,2020-08-26,I have received one bottle damaged and leaking. Please send me one more bottle.,I have received one bottle damaged and leaking. Please send me one more bottle.,1,0.142,0.179,0.679,-0.1531,Negative
591,591,2020-09-13,Defective piece sent..the cap was missing. Cant use it the way it has been sent,Defective piece,1,0.0,0.282,0.718,-0.6249,Negative
592,592,2020-07-19,Nice and good product fragrance is nice,Good smell and bottle,4,0.68,0.0,0.32,0.8176,Positive
593,593,2020-07-20,Good product but one of the bottles had no cap which made me suspect if it's a used one,Good but....,5,0.086,0.248,0.665,-0.5647,Negative
594,594,2020-05-30,Even spray and nice smell,Nice,5,0.412,0.0,0.588,0.4215,Positive
595,595,2020-06-04,Spray does not work. Defeats the purpose of buying it. No value for money,Spray does not work,2,0.248,0.125,0.626,0.2874,Positive
596,596,2020-07-15,Pocket size hand spray sanitizer is on demand but not found in your product catalog.,Hand sanitizer spray,5,0.128,0.076,0.795,0.2144,Positive
597,597,2020-06-15,Super,Very useful,5,1.0,0.0,0.0,0.5994,Positive
598,598,2020-07-12,Easy way to keep germfree,Germfree,4,0.42,0.0,0.58,0.4404,Positive
599,599,2020-06-26,Good one,Parfect,5,0.744,0.0,0.256,0.4404,Positive
600,600,2020-06-15,Both bottles have different types of nozzles. Don’t know those are original or fake,Original or fake,3,0.132,0.178,0.69,-0.2023,Negative
601,601,2020-09-16,Product was in damage condition.,Stop the cardboard package . STINKS(cardboard),1,0.0,0.444,0.556,-0.4939,Negative
602,602,2020-08-03,Good product,Good,5,0.744,0.0,0.256,0.4404,Positive
603,603,2020-06-27,"Out of two, one is not spraying liquid from container. Bad quality control.",Bad quality control,2,0.0,0.226,0.774,-0.5423,Negative
604,604,2020-06-15,Bottel cap is missing,Product is damaged,1,0.0,0.423,0.577,-0.296,Negative
605,605,2020-06-02,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
606,606,2020-07-16,Such a bad itemBut I want to replace ...I want to buy savlon spray sanitizer,I want to replace,1,0.161,0.217,0.621,-0.4404,Negative
607,607,2020-06-22,Quantity is very less. Not worth the money. Savlon is far better than this.,Not happy with quantity,3,0.175,0.1,0.725,0.3068,Positive
608,608,2020-07-21,"Product received is already used, feels like more than half the bottle is already empty.",Received used product,3,0.145,0.104,0.751,0.1779,Positive
609,609,2020-06-17,Dont buy waste of moneyI am using savlon is good,Not worth,1,0.395,0.0,0.605,0.6407,Positive
610,610,2020-07-24,Worthy and essential one nowadays,NICE,5,0.42,0.0,0.58,0.4404,Positive
611,611,2020-07-02,"One of lifebuoy bottle was used 50 percent, pls dont send those of type os used product.",Used product,1,0.075,0.0,0.925,0.0772,Positive
612,612,2020-08-22,Not bad . But price is too high and amount is not that much with respect to price,Average,4,0.288,0.0,0.712,0.7248,Positive
613,613,2020-08-07,The product is not worth the money. Quantity is less and spray doesn’t work well,Not worth the money,3,0.125,0.099,0.775,0.1114,Positive
614,614,2020-06-25,Good,Good,3,1.0,0.0,0.0,0.4404,Positive
615,615,2020-07-24,Price is high for the quantity. Product is good and easy to use.,Samll in size but price is high,4,0.345,0.0,0.655,0.7003,Positive
